,Nome Vinho,Localidade,Harmoniza,Avaliação,Uva,Sentimento
111,"Liger-Belair, Massoc Y Parra Aristos Duquesa d'A 2012","Vale do Cachapoal, Chile","Carne de porco, Peixe (salmão, atum etc.), Vegetariano, Aves",Great wine beautiful golden yellow color  aroma touch wood tropical fruits  mouth balanced acidity  round elegant delicate finish,Chardonnay,positive
112,"Liger-Belair, Massoc Y Parra Aristos Duquesa d'A 2012","Vale do Cachapoal, Chile","Carne de porco, Peixe (salmão, atum etc.), Vegetariano, Aves",Dinner colleague Marcio Molinari Tubarão SC DD 45,Chardonnay,neutral
113,"Liger-Belair, Massoc Y Parra Aristos Duquesa d'A 2012","Vale do Cachapoal, Chile","Carne de porco, Peixe (salmão, atum etc.), Vegetariano, Aves",Great wine Fruit wood nose Very pleasant mouth wood ripe white fruits,Chardonnay,positive
114,"Liger-Belair, Massoc Y Parra Aristos Duquesa d'A 2012","Vale do Cachapoal, Chile","Carne de porco, Peixe (salmão, atum etc.), Vegetariano, Aves",expectations,Chardonnay,neutral
115,"Liger-Belair, Massoc Y Parra Aristos Duquesa d'A 2012","Vale do Cachapoal, Chile","Carne de porco, Peixe (salmão, atum etc.), Vegetariano, Aves",Slightly full drinking prolonged aroma black fruits lingers mouth longer period normal A spectacle,Chardonnay,neutral
117,"Liger-Belair, Massoc Y Parra Aristos Duquesa d'A 2012","Vale do Cachapoal, Chile","Carne de porco, Peixe (salmão, atum etc.), Vegetariano, Aves",I loved perfect aroma Cab oak,Chardonnay,positive
131,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",I,Chardonnay,neutral
132,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Christopher Bourgeois Craig Young Joseph Young Salome Knijnenburg tilly young oak peach butter,Chardonnay,neutral
133,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Very light yellow Light nose peach pear apple kiwi Crisp slightly tart Green apple Lemon Crispy clean Minerals Nice long finish,Chardonnay,positive
134,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Christopher Bourgeois Sara Young Salome Knijnenburg Joseph Young tilly young Delicious Notes oak apple,Chardonnay,neutral
135,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",An excellent white Burg top domaine The aromas jump glass small amount poured Sumptuous incredible toast nougat brown butter nose signalling significant oak However its overwhelming The nose developed complex pallet youthful tantalizing Lemon peel orange blossom intense minerality flow pallet great intensity One hold One drink now One savour 435,Chardonnay,positive
136,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Stunning wine Incredible tension minerality long finish pure class Can I please,Chardonnay,positive
137,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",What rounded mouthfilling bright shiny longflavoured wine A Chardonnay great death elegance,Chardonnay,positive
138,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Excellent product poured fruit immediately wood balanced mouth nice acidity  Really great wine,Chardonnay,positive
139,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Smooth elegant Gentle apple pear front lightest touch minerals end Really outstanding,Chardonnay,positive
140,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Elegantmineralfinelemongrass fed butterwhite peachhoneyhayhoneysuckleapple pie,Chardonnay,neutral
141,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",minerals minerals apple pear pineapple vanilla,Chardonnay,neutral
142,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Tact mineral driven Very nice wine bubble surprised,Chardonnay,neutral
143,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",It strong minerality aftertaste slightly honeyed delicious elegant happy Good Classical Classics  Afterglow listening early romantic performances,Chardonnay,positive
144,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",65 reduced 52 BBRs warehouse shop Basingstoke Worth money Initially grew me Super length Minerals Lemon Glorious CC Peter Copperwheat,Chardonnay,neutral
145,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Pale lemongreen Medium intensity developing aromas pineapple melon toast vanilla Dry m acidity MLF alc m body flavor intensity finish,Chardonnay,neutral
146,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Peach lemon greengage gooseberry hints smoke elderflower butter Mouthwatering acidity,Chardonnay,neutral
147,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",oak nutty melon ripe fruit,Chardonnay,neutral
148,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Ok,Chardonnay,neutral
149,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Exotic fruits mango pineapple Whiff stones,Chardonnay,neutral
150,Domaine de Montille Chassagne-Montrachet 2017,"Chassagne-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Color Pale yellow Nose present peach light nose Palate Quite thick lots body lemony long Good exotic compared Im,Chardonnay,neutral
160,Domaine Alain Chavy Puligny-Montrachet 1er Cru 'Les Folatières' 2019,"Puligny-Montrachet 1er Cru 'Les Folatières', França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Incredible vintage 2019 maitre Alain Chavy works wonders Chardonnay  Aroma acacia green apples jasmine white flowers breeze Great balance refreshing fruity acidity light touch oak bright mineral tones natural herbal bitterness lemon orange zest Bravo,Chardonnay,positive
163,Domaine Alain Chavy Puligny-Montrachet 1er Cru 'Les Folatières' 2019,"Puligny-Montrachet 1er Cru 'Les Folatières', França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Folatières everyday wine Very nice producer Contemporary style aka reductive fragrant glass Turned stand Wood freshness ying yang Price 1er Cru Puligny His Bourgogne blanc opened neat,Chardonnay,neutral
165,Domaine Alain Chavy Puligny-Montrachet 1er Cru 'Les Folatières' 2019,"Puligny-Montrachet 1er Cru 'Les Folatières', França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Butterrrrrrrrrrr,Chardonnay,neutral
166,Domaine Alain Chavy Puligny-Montrachet 1er Cru 'Les Folatières' 2019,"Puligny-Montrachet 1er Cru 'Les Folatières', França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Awesome Thank you,Chardonnay,positive
167,Domaine Alain Chavy Puligny-Montrachet 1er Cru 'Les Folatières' 2019,"Puligny-Montrachet 1er Cru 'Les Folatières', França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Aroma vanilla The barrel works elegant taste,Chardonnay,neutral
168,Domaine Alain Chavy Puligny-Montrachet 1er Cru 'Les Folatières' 2019,"Puligny-Montrachet 1er Cru 'Les Folatières', França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",A disappointed Lemon citrus buttery but strong apricot Decent mineral,Chardonnay,neutral
170,Domaine Alain Chavy Puligny-Montrachet 1er Cru 'Les Folatières' 2019,"Puligny-Montrachet 1er Cru 'Les Folatières', França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Balanced taste Fresh wine aromas minerals butter vanilla almonds Velvety fresh balance Repeats scent Long aftertaste butter  vanilla minerals almond brioche,Chardonnay,positive
174,Domaine Faiveley Puligny-Montrachet 2019,"Puligny-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",2006 Harvest,Chardonnay,neutral
175,Domaine Faiveley Puligny-Montrachet 2019,"Puligny-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Outstanding Chardonnay Superb balance astonishing nose oak notes subtle affect delicate flavors citrus pear,Chardonnay,positive
178,Domaine Faiveley Puligny-Montrachet 2019,"Puligny-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Awesome nose Hint ripe yellow fruit vanilla touch Elegant oaky flavours Long lasting finish,Chardonnay,positive
179,Domaine Faiveley Puligny-Montrachet 2019,"Puligny-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Happy Bourgognuary Dr Susans prescription CdB White White floral hazelnut vanilla aromas intense marnes blanches minerality succulent white peach salted caramel Williams pear supple complex Burgundy baby  Susan Neil Im I  animal,Chardonnay,positive
180,Domaine Faiveley Puligny-Montrachet 2019,"Puligny-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",A trip Frankfurt Main 48 Montrachet shows direct presence Fresh wood nose round lushness palate,Chardonnay,neutral
181,Domaine Faiveley Puligny-Montrachet 2019,"Puligny-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",375 Nose melon slight rubber crushed pine needles resembling higher Sancerre More classic burgundy taste slight caramel butter fruit,Chardonnay,neutral
182,Domaine Faiveley Puligny-Montrachet 2019,"Puligny-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Grass butter fresh apples green melon 425,Chardonnay,neutral
183,Domaine Faiveley Puligny-Montrachet 2019,"Puligny-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Lots flavor citrus vanilla I probably food Not terrace wine,Chardonnay,neutral
184,Domaine Faiveley Puligny-Montrachet 2019,"Puligny-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",quince compote green apple white pear dense body simply fantastic,Chardonnay,positive
185,Domaine Faiveley Puligny-Montrachet 2019,"Puligny-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Wonderful,Chardonnay,positive
186,Domaine Faiveley Puligny-Montrachet 2019,"Puligny-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Good value,Chardonnay,positive
187,Domaine Faiveley Puligny-Montrachet 2019,"Puligny-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",beautiful white wine No1 world,Chardonnay,positive
188,Domaine Faiveley Puligny-Montrachet 2019,"Puligny-Montrachet, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Fantastic,Chardonnay,positive
191,Veuve Clicquot Demi-Sec Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Delicious Not sweet Floral notes Of orange tree Citrus touch Ripe white fruit Medium acidity End honey Note 46,Chardonnay,positive
192,Veuve Clicquot Demi-Sec Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Clear bright straw yellow appearance aromas yellow white fruits floral notes slightly sweet finish Always taste it,Chardonnay,neutral
193,Veuve Clicquot Demi-Sec Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Excellent French champagne Due unique quality DemiSec amount soft slightly sweet Top Note 46,Chardonnay,positive
194,Veuve Clicquot Demi-Sec Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Golden yellow color abundant attractive perlage Aromas citrus fruits honey baking In mouth silky fresh prolonged finish,Chardonnay,neutral
195,Veuve Clicquot Demi-Sec Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Straw color Yeast orange aroma Good Perlage small abundant Balance Balanced sweetness mediumhigh acidity Its worth penny,Chardonnay,neutral
196,Veuve Clicquot Demi-Sec Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Well Veuve Clicquot Its icon But Im expert champagnes sparkling wines general Freshness apple peach citrus honey I great But reinforcement Im knowledgeable,Chardonnay,neutral
197,Veuve Clicquot Demi-Sec Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Celebrate New Years beach special Champagne Very fine abundant perlages enrich memory welcome 2018 health wines,Chardonnay,positive
198,Veuve Clicquot Demi-Sec Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Pale yellow shine transparency peach lychee pineapple Also reminiscent smell yeast yeast Fine stringy persistent perlage Its champagne excellent,Chardonnay,positive
199,Veuve Clicquot Demi-Sec Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",I liked Mineral ripe white fruit Greenish yellow fine perlage Very pleasant palate excellent acidity accompany brie cheese jam,Chardonnay,positive
200,Veuve Clicquot Demi-Sec Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",A wine elegant color fine delicate bubbles Initial aromas red fruits give notes syrup reminiscent classic sweets The sensation palate refreshing fruity sweetness balances perfectly body A wonderful summer wine,Chardonnay,positive
